Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,-1,"Ref #:
5576285

Department:
Information Technology

City:
Bangalore

State/Province:
Karnataka

Country:
India

Company Description
Ralph Lauren Corporation (NYSE:RL) is a global leader in the design, marketing and distribution of premium lifestyle products in four categories: apparel, home, accessories and fragrances. For 50 years, Ralph Lauren's reputation and distinctive image have been consistently developed across an expanding number of products, brands and international markets. The Company's brand names, which include Ralph Lauren Purple Label, Ralph Lauren Collection, Double RL, Polo Ralph Lauren, Polo Ralph Lauren Children’s, Ralph Lauren Home, Lauren Ralph Lauren, RLX, American Living, Chaps and Club Monaco, constitute one of the world's most widely recognized families of consumer brands.

Position Overview
Who we are:

The Ralph Lauren Corporation, a global leader in luxury fashion and design. Our Global Development Center (GDC) is focused on building high-quality technology solutions to enhance the business & customer experience across channels and geographies.

Ralph Lauren is embarking on a multi-year Transformational journey to Digitize the Value Chain (DVC) which will reinvent the way we work by leveraging our talent and creativity with the latest innovations, lean processes, data driven & implementing modern technologies.

The Program will consist of COE teams across 4 Tracks: Product Transformation, Supplier Collaboration, Supply & Demand Alignment and a Data team that will consist of a hybrid of talent with business, technology and analytical experience.

The Data Engineer, DVC is an emerging role in Ralph Lauren’s DVC Data team and will play a pivotal role in delivering insights for the most critical data and analytics initiatives for Ralph Lauren.

Purpose & Scope: Based in Bengaluru, India this Data Engineer will work with the DVC program & Global Analytics team to build, maintain, and optimize data pipelines for key data and analytics consumers including business and data analysts and data scientists covering our digital and physical channels and value chain. Data engineers also need to guarantee compliance with data governance and data security requirements while creating, improving and operationalizing these integrated and reusable data pipelines. This would enable faster data access, integrated data reuse and vastly improved time-to-solution for Ralph Lauren’s data and analytics initiatives. The data engineer will be measured on their ability to integrate analytics and (or) data science results with Ralph Lauren’s business processes.

This role will require both creative and collaborative working with IT and the wider business. It will involve evangelizing effective data management practices and promoting better understanding of data and analytics. The data engineer will also be tasked with working with key business stakeholders, IT experts and subject-matter experts to plan and deliver optimal enterprise data assets.

Essential Duties & Responsibilities
Build data pipelines: The primary responsibility of data engineers is to architect, build, and maintain data pipelines that will provision high quality data ready for analysis. This includes ingestion, exploration, modeling, and curation of high value data.
Drive Automation through effective metadata management: The data engineer will be responsible for using innovative and modern tools, techniques and architectures to partially or completely automate the most-common, repeatable and tedious data preparation and integration tasks in order to minimize manual and error-prone processes and improve productivity.
Learning and using modern data preparation, integration and AI-enabled metadata management tools and techniques.
Tracking data consumption patterns.
Performing intelligent sampling and caching.
Monitoring schema changes.
Recommending — or sometimes even automating — existing and future integration flows.
Educate and train: The data engineer should be curious and knowledgeable about new data initiatives and how to address them. This includes applying their data and/or domain understanding in addressing new data requirements. They will also be responsible for proposing appropriate (and innovative) data ingestion, preparation, integration and operationalization techniques in optimally addressing these data requirements. The data engineer will be required to train counterparts such as data scientists, data analysts, LOB users or any data consumers in these data pipelining and preparation techniques, which make it easier for them to integrate and consume the data they need for their own use cases.
Participate in ensuring compliance and governance during data use: It will be the responsibility of the data engineer to ensure that the data users and consumers use the data provisioned to them responsibly through data governance and compliance initiatives. Data engineers should work with data governance teams (and information stewards within these teams) and participate in vetting and promoting content created in the business and by data scientists to the curated data catalog for governed reuse.
Become a data and analytics evangelist: The data engineer will be considered a blend of data and analytics “evangelist,” “data guru” and “fixer.” This role will promote the available data and analytics capabilities and expertise to business unit leaders and educate them in leveraging these capabilities in achieving their business goals.

Experience, Skills & Knowledge
Education and Experience
A bachelor's or master's degree in computer science, statistics, applied mathematics, data management, information systems, information science or a related quantitative field is required.
The ideal candidate will have a combination of IT skills, data governance skills, analytics skills and Retail industry knowledge with a technical or computer science degree.
At least 5 years or more of work experience in data management disciplines including data integration, modeling, optimization and data quality, and/or other areas directly relevant to data engineering responsibilities and tasks.
At least 3 years of experience working in cross-functional teams and collaborating with business stakeholders in Retail in support of a departmental and/or multi-departmental data management and analytics initiative.
Deep Retail Industry knowledge or previous experience working in the business would be a plus.

Technical Knowledge/Skills
Strong experience with advanced analytics tools for Object-oriented/object function scripting using languages such as R, Python, Scala, or similar.
Strong ability to design, build and manage data pipelines in PySpark and related technologies for data structures encompassing data transformation, data models, schemas, metadata and workload management. The ability to work with both IT and business in integrating analytics and data science output into business processes and workflows.
Strong experience with popular database programming in relational and nonrelational environments including on AWS Redshift, AWS Aurora, SQL Server and similar platforms.
Experience in working with large, heterogeneous datasets in building and optimizing data pipelines, pipeline architectures and integrated datasets using traditional data integration technologies. These should include ETL/ELT, data replication/CDC, message-oriented data movement and upcoming data ingestion and integration technologies such as stream data integration and data virtualization.
Strong experience in working with and optimizing existing ETL processes and data integration and data preparation flows and helping to move them in production.
Experience in working with both open-source and commercial message queuing technologies such as Kafka, Amazon Simple queuing Service, stream data integration technologies such as Apache Nifi, Apache Kafka Streams, Amazon Kinesis and stream analytics technologies such as Apache Kafka KSQL.
Basic experience working with popular data discovery, analytics and BI software tools like MicroStrategy, Tableau, Qlik, PowerBI and others for semantic-layer-based data discovery.
Basic understanding of popular open-source and commercial data science platforms such as Python, R, KNIME, Alteryx, others are a strong plus but not required/compulsory.
Basic experience in working with data governance, data quality, and data security teams and specifically and privacy and security officers in moving data pipelines into production with appropriate data quality, governance and security standards and certification.
Demonstrated ability to work across multiple deployment environments including cloud, on-premises and hybrid, multiple operating systems and through containerization techniques such as Docker, Kubernetes, AWS Elastic Container Service and others.
Experienced in agile methodologies and capable of applying DevOps and increasingly DataOps principles to data pipelines to improve the communication, integration, reuse and automation of data flows between data managers and consumers across an organization

Interpersonal Skills and Characteristics
Strong experience supporting and working with cross-functional teams in a dynamic business environment.
Required to be highly creative and collaborative. An ideal candidate would be expected to collaborate with both the business and IT teams to define the business problem, refine the requirements, and design and develop data deliverables accordingly. The successful candidate will also be required to have regular discussions with data consumers on optimally refining the data pipelines developed in nonproduction environments and deploying them in production.
Required to have the accessibility and ability to interface with, and gain the respect of, stakeholders at all levels and roles within the company.
Is a confident, energetic self-starter, with strong interpersonal skills.
Has good judgment, a sense of urgency and has demonstrated commitment to high standards of ethics, regulatory compliance, customer service and business integrity.
#LI-AD1

Data Engineer",3.6,"Ralph Lauren
3.6",Bengaluru,"New York, NY",10000+ employees,1967,Company - Public,Other Retail Shops,Retail,₹500+ billion (INR),-1
Machine Learning Engineer,-1,"Kanpur

ITH Technologies Pvt. Ltd. is a leading technology infrastructure development and consulting ﬁrm that offers a complete suite of an End-To-End solution to clients and partners around the globe. We build strong and unique business relationship with partners, as most of the times we don’t charge in up-front money but in equity. This helps us create capital, corporate, and entity for a stable future and also brings in-house like quality to our partner products.

By combining practical industry-speciﬁc knowledge with cutting-edge business management practices, we ensure our clients get increased efficiency and better business performance. We have a team with a passion for developing and delivering enterprise-grade applications. Our passion is not dependent on the size of the enterprise. Hence, we are able to architect a solution with the best and latest of tech even for a Startup or SME.

About BrainAlive Research

BrainAlive, a technology research and development company parented by ITH technologies, is currently developing a non-invasive, wearable bio-signal acquisition and monitoring system that would empower you to develop a crisp, conscious understanding of your physiology, especially relating to your cognitive abilities. The system acquires various physiological parameters from your skin, analyzes the acquired data and provides tangible conclusions in the form of easily understandable and interactive visuals. It gives you a clear image of your level of involvement in any activity, and helps you to understand the factors influencing it. BrainAlive has the ultimate goal of helping you understand, and minimise, the elements limiting your potential, thereby enhancing your overall productivity, and the quality of results.

ROLE : DIGITAL SIGNAL PROCESSING – MACHINE LEARNING ENGINEER ...
We are looking for highly talented and motivated Digital Signal Processing (DSP) Engineers, preferably with experience in analyzing biosignals, to join our Embedded & Robotics team.
You will be part of a team of researchers & engineers where you will focus on designing and implementing algorithms for advanced brain-computer interface.
Your research & development will help power the coming generation of EEG-based human- machine interfaces.
ROLES AND RESPONSIBILITIES ...
Conducting data processing and analysis, using DSP techniques and methods, to extract information of the EEG signal data for detection of various attributes of the mental state of a subject. Designing Machine Learning algorithms for electro-physiological signals in numerical analysis languages : Matlab, Python, C/C++etc.
Demonstrating algorithms meeting accuracy requirements on general user population through statistical analyses and error estimation.
Writing technical reports summarizing development, analysis, training and validation of the algorithms.
BASIC QUALIFICATIONS ...
B.Tech./M.Tech/Ph.D in Computer Science or Electronics (Machine Learning, AI, Statistics, or equivalent);
Strong technical skills, deep understanding, work experience and or exposure to DSP implementations, filtering, transforms, data visualization, machine learning, timing and signal recovery.
Willingness to divert from the conventional methods to explore alternative approaches.
Knowledge of optimization, multi-threaded development and cross-platform development.
Experience in statistical analysis and programming projects on data analysis algorithms / signal processing.
Experience using Python , , C++ , R, MATLAB, Java or similar scripting language;
PREFERRED QUALIFICATION ...
More than 2 years of industrial/academic experience in building ontology mapping and extraction models
Experience with real-time signal processing.
Experience in advanced signal analysis of physiologic signals required with specific knowledge in EEG preferred.
Extensive practical experience in several of the following areas: ML, Natural Language Processing, Ontology mapping, Clustering techniques, applied ML or AI features/products/systems
Ability to handle multiple competing priorities in a fast-paced environment
Significant peer reviewed scientific contributions in premier journals and conferences
Proven track record of production achievements
Strong personal interest in learning, researching, and creating new technologies with high customer impact
Experience with defining research and development practices in an applied environment
Superior verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts.
Strong fundamentals in problem solving, algorithm design and complexity analysis",4.1,"ITH Technologies
4.1",Kanpur Nagar,"Kanpur, India",51 to 200 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer,-1,"About Us:

Paxcom a leading Digital Solution Provider is a part of PaymentUs now, a leading electronic bill payment provider. PaymentUs leads the North American marketplace in electronic bill payment solutions and have recently signed partnerships with Paypal and Alexa.

We are looking for passionate programmers skilled in Java, Python, Angular, Dotnet, NodeJS, Python, Jenkins, Postgresql, Docker, Kubernetes, Spark and AWS to join our development team.

For more details please visit https://paxcom.ai/

Job Description:
In this position, the AI/ML Specialist will work with stakeholders and technical team members to deliver capabilities through agile acquisition, by leveraging advanced latest technology.
Must have at least 2+ years relevant experience in Data Science / Engineering
BS, Master's or PhD in data science, math, computer science, or a related field
2+ years of machine learning experience.
Experience with machine learning and artificial intelligence techniques and their implementations in open source technologies.
Experience in retrieving, manipulating, fusing, and exploiting multiple structured and unstructured data sets from various sources.
Experience with analyzing large volumes of data using distributed processing architectures with open source tools (e. g. Spark, Python, or R).
Should have leverage knowledge of data science, methodologies, and processing techniques to analyze vast amounts of chat data for monitoring & support.
Work with an agile team to develop machine learning analytics across different domains where chat has been implemented.
Experience with performing statistical analysis, data mining, temporal and pattern analysis,correlation of events, predictive modeling, and pattern recognition for various use cases.
Good with document and visualize analytics both temporally and spatially, and present analytic results and uncertainty to decision-makers.
What we expect from you?
You have the ability to work in a fast-paced environment adapting to changing priorities
You are focused and detail oriented but know when to seek help from others
You have excellent written and verbal communication skills to articulate problems and solutions to both technical and non-technical audiences
You possess superior troubleshooting and analytical skills to determine the root cause of issues
You strive to identify areas of improvement and work proactively to prevent issues from occurring
You are a self-starter with an appreciation for tackling technical challenges of varying complexity
You are diligent when making decisions and can easily justify your actions.
Why Join us?
You hate micromanagement and freedom to work is important to you
Enjoy flexible and relaxed work environment
Work life Balance is important to you
Enjoy Motivating Working Conditions
A friendly, Supportive, Professional and achievement-oriented management team
Competitive remuneration
An opportunity to learn new things every day and work on latest technologies",3.5,"Paxcom India Pvt. Ltd
3.5",New Delhi,"Gurgaon, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Junior Data Analyst (contract - 6 months),-1,"As the research and analysis division of the Economist Group, The Economist Intelligence Unit (EIU) helps leaders prepare for opportunity, empowering them to act with confidence when making strategic decisions. The EIU is the global standard in providing quality, actionable intelligence to the public and private sector, assessing issues that impact the marketp for over two hundred countries.
We are are seeking junior data analyt(s)–on a contractual basis–to implement upgradation to data structures that underpins our in-house economics modelling platform/engine. The data analyst(s) would work within the quantitative economics team, under a team leader and would work very closely with the data engineering team for the solution implementation.
This role will be based in Gurgaon. It will be a 6 months contract, extendable by 1 or 2 more months if required.

How you will contribute:
Creation and collation of source data file(s)
Solution implementation for the development of the data customization engine
Validation of rule(s) that will govern the customization engine
Perform quality assurance test(s), as when required

The ideal skills for this role are:
Graduate/Post-Graduate degree in economics/statistics/mathematics/engineering or similar field(s)
Advanced Microsoft Excel skills – experience with formula auditing, manipulating and cleaning large data sets in excel, knowledge of advanced functions like VLookup/HLookup, Match, Offset, Index, Indirect, Nested If-Then-Else and similar
Basic proficiency in Python programming is desirable
Demonstrable proficiency in handling large, multivariate datasets
Domain knowledge – Basic unnderstanding of macro-economic data and indicators is desirable
Proficiency in use of Haver database in desirable",4.1,"The Economist
4.1",Gurgaon,"London, United Kingdom",1001 to 5000 employees,1843,Company - Private,Publishing,Media,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"The Senior Data Scientist will participate in requirement gathering including data discovery, system design, model implementation, code reviews, testing and maintenance of the platform developing applications Python, predictive modelling and analysis. The role will require a deep understanding of Computer Vision, deep learning, machine learning techniques and you will be part of a highly focused development team that includes data scientists, data engineers and business analysts and guiding them to help build products and specialized services on offer to our clients across multi-platform environment. The role offers a high degree of challenge and provides opportunity to experiment offerings that speaks of innovation.

Skills required

6+ years of relevant industry or research experience with strong knowledge of data mining, machine learning techniques, algorithmic optimization techniques, developing applications using predictive modelling and analysis.
Work closely with data engineering and technology teams to transfer knowledge and processes into production environment. Demonstrated experience in designing Platform Roadmap for key products and solutions.
Strong in Predictive and Prescriptive analytics approaches and experienced in operating tools like R and in programming using Python.
Understanding python integration with MySQL, Django, flask and REST API.
Knowledge of Image processing libraries such as OpenCV, PIL, and pytesseract.
Communicate analytic solutions to stakeholders and implement improvements as needed to operational systems. A thought leader with excellent written and verbal communication skills.
Familiarity with the fast-paced startup environment and culture that fosters a shared purpose among team by building a collaborative work environment
Capable of building & sustaining long-term relationships with businesses and internal & external stakeholders.
Ability to simultaneously mantle project responsibilities and with limited supervision.

Education

PhD/MTech/MS/M. Stat or equivalent degree in Computer Science or Economics or Mathematics or Operational research (OR) or Statistics.

For any query, you may reach amitabh.ranjan@karvy.com.

About Karvy Analytics

Karvy Analytics is a new age arm of the leading Karvy Conglomerate. A focussed Analytics company, the young and forward thinking team is building world class solutions for the global analytics universe in Banking & Financial Services, Healthcare and Retail domain. Karvy Analytics offers a range of solutions that bring immediate business benefits to our global customers by leveraging big data, statistical and mathematical modelling techniques, social analytics, and mobile descriptive analytics for new business insights.

We provide an integrated decision support ecosystem of services across-industry, enabling and transforming the way decisions are taken.",1.0,"Karvy Analytics
1.0",Hyderabad,"Hyderabad, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Analyst - Credit and Risk,-1,"Job Description:


·
Work closely with business teams to identify
specific insights that can drive business impact. You will be a part of the
Credit and Risk team.

·
Hands-on experience on SQL

·
Ability to effectively engage with business
stakeholders and translate business requirements into high impact reports and
visualizations

·
Developing new capabilities for our clients
beyond static reports and spreadsheets (focus on PowerBI, Data Studio and
Tableau products.

·
Hands-on experience on integrating, querying and
preparing datasets for reporting and analytics

·
Data mining within the organization as well as
enrich data from 3rd party databases

·
Experience working in an agile development
environment.

·
Work proactively with Product functions to
translate insights into actionable items.

Requirements and qualifications

·
Experience of 2+ yrs of experience in Data
Visualization & Reporting.

·
Bachelor Degree in Computer Science / IT /
Electronics / Statistics / Mathematics
Role Category:

Credit & Risk

Location:

Mumbai, India, Asia

Employment Type:

Full time

Key Skills:",3.0,"FlexiLoans Technologies
3.0",Mumbai,"Mumbai, India",201 to 500 employees,2016,Company - Private,Lending,Finance,Unknown / Non-Applicable,"LendingKart, Capital Float, NeoGrowth Credit"
Data Scientist Lead role chennai (IT Jobs),-1,"The Data Scientist Lead is responsible for Identify, develop and implement the appropriate statistical techniques, algorithms and Deep learning / ML Models to create new, scalable solutions that address business challenges across industry domains.

Position : Permanent
Location : Chennai
Salary : upto 50L p.a based on experience

Job Details:
Data Scientist Lead Role :
Responsibilities :
Responsibilities include Identify, develop and implement the appropriate statistical techniques, algorithms and Deep learning / ML Models to create new, scalable solutions that address business challenges across industry domains , as well as provide actionable insights with a clear impact on ROI.

Define and develop, maintain and evolve data models, tools and capabilities

Communicate your findings to the appropriate teams through visualisations

Collaborate and communicate findings to diverse stakeholders Provide solutions but not limited to: Object detection/Image recognition, natural language processing, Sentiment Analysis, Topic Modeling, Concept Extraction, Recommender Systems, Text Classification, Clustering , Customer Segmentation & Targeting, Propensity Modeling, Churn Modeling, Lifetime Value Estimation, Forecasting, Modeling Response to Incentives, Marketing Mix Optimization, Price Optimization, Ability to build, train and lead a team of data scientists

Qualifications and Experience : Bachelors/ Masters/ PhD degree in Math, Computer Science, Information Systems, Machine Learning, Statistics, Econometrics, Applied Mathematics, Operations Research or related technical degree with ability to break a complex business problems

Experience : 10 plus years total experience with minimum of 5 years of experience in a related position, as a data scientist or business analyst building predictive analytics solutions for various types of business problems

Advanced knowledge of statistical techniques, machine learning algorithms and deep learning frameworks like Tensorflow, Theano, Keras, Pytorch

Minimum 5 years of Programming background and expertise in building models using at least one of the following languages: SAS, Python, R ,Java

Bonus points for implementation of deep learning based models for image classification, Document classification models, object detection, logo detection and ML packages etc.

Strong individual planning and project management skills, able to juggle multiple tasks and priorities Self-motivated and driven to deliver agreed results on-time

Strong story-telling & articulation skills - ability to convert analytical output into clear, concise, and persuasive insights & recommendations for technical & non-technical audience

Strong influence and relationship management skills; comfortable interacting with all management levels; Prior experience in providing strategic analysis and consulting

Track record of delivering strong business results.

Seniority Level : ?Senior /Specialist

?Job Location :? ?Chennai

Employment Type : ?Full-time? ?Annual Compensation : ? ?25 to 50 L p.a based on Exp.",-1,HR Inc Consultants,Chennai,"Orlando, FL",Unknown,-1,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Data Engineer,-1,"Emtec is a Global consulting company that provides technology-empowered business solutions for world-class organizations. Our Global Workforce of over 800 consultants provide best in class services to our clients to realize their digital transformation journey. Our clients span the emerging, mid-market and enterprise space. With multiple offices worldwide, we are uniquely positioned to deliver digital solutions to our clients leveraging Microsoft, Java and Open Source with a focus on Mobility, Cloud, Data Engineering and Intelligent Automation. Emtec’s singular mission is to create “Clients for Life” - long-term relationships that deliver rapid, meaningful, and lasting business value.
At Emtec, we have a unique blend of Corporate and Entrepreneurial cultures. This is where you would have an opportunity to drive business value for clients while you innovate and continue to grow and have fun while doing it. You would work with team members who are vibrant, smart and passionate and they bring their passion to all that they do – whether it’s learning, giving back to our communities or always going the extra mile for our client.

This position requires the ability to act as Digital Data Engineer. We are seeking a talented and energetic individual with strong work ethics, a natural problem-solver with advanced communication and interpersonal skills, a positive 'can do' attitude and a passion for software development.
Must Have Skills:
4-7 years of total work experience
At least 3 years experience in development of analytics based solutions that produce quantitative and qualitative business insights
Should have good experience in Azure/AWS BI services
Experience of implementing robust data pipelines within Microsoft Azure/AWS stack
Good knowledge of programming languages like C#, Python, Javascript, R
Should be well versed with BI tools integrations like PowerBI/Tableau
At least 4 years experience in all aspects of software lifecycle - application, structure, debugging, performance, security and deployment
At least 3 years experience in developing with Microsoft SQL server or equivalent database backend
Professional Skills:
Ability to work independently and collaboratively with a team
Ability to work under pressure, adapt to demanding situations, and consistently meet project deadlines
Excellent written and verbal communication skills
The candidate should have an ability to work in a team environment as well as work individually, should be a self-starter, and should be able to motivate the team
Emtec is an equal opportunity employer",3.7,"Emtec, Inc.
3.7",Pune,"Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹50 billion (INR),-1
Data Analyst,-1,"The candidate must have extensive experience in SQL and Advanced SQL with strong ability to process and analyse complex data
Multistep Query execution / Optimized SQL queries
Functionality with Staging Tables
Handling multiple data with 30 or 40 column
The candidate should also have an ability to design, build, and maintain the business's and data warehouse The candidate will also demonstrate expertise in data modeling and query performance tuning on SQL Server,
Excellent at communicating and articulating ideas and an ability to influence others as well as drive towards a better solution continuously.
Experience working in python, Hive queries, spark, sparkSQL,
Programmatic Thinking
Relate Metrics to product
Good Communication
Product functionality understanding
Knowledge / understanding in analytics experience.
00-5.00 Years
Other",3.9,"Confederation of Real Estate Developers' Associations of India
3.9",Chennai,"Mumbai, India",10000+ employees,-1,Non-profit Organisation,-1,-1,Unknown / Non-Applicable,-1
Data Analyst (Power BI),-1,"Writing the future. Together.
Avaloq is a value driven, fast-paced financial technology and services company and we are committed to developing the banking solutions of tomorrow.

By joining Avaloq, you’ll become a key part of our effort to power the digital transformation of the financial services industry. Our ambition is big and bold – to provide full end-to-end digital solutions by combining our leading efficiency with a flexible, responsible digital user experience. Headquartered in Zurich, Avaloq has over 2,000 employees globally. More information is available at www.avaloq.com

Your team
You will work for the focused and international “Global Inventory & Reporting” team, collaborating with outstanding colleagues. The “Global Inventory & Reporting” team is the competence center for inventory and reporting functions in the global Customer Service Delivery Division (CSDO). The team operates and evolves the reporting processes and tools. The Reporting functions will be consolidated on a Microsoft BI platform.

Your mission
Develop and manage on a portfolio of existing, Power BI based reports
Data validation and reconciliation
Facilitate stakeholder discussions and evaluate requirements
Ensure the timely delivery of standard reports
Ad-hoc data analysis for senior management
What you need
Strong Microsoft BI skills and experience.
Microsoft Office Package proficiency
International mindset – integration into global delivery model.
Flexibility to work at times outside business hours
Strong analytical and organizational skills
Excellent communication and interpersonal skills on management level.
Ability to multi-task and prioritize in a challenging, fast-paced, dynamic environment.
You will get extra points for the following
Experience with IT KPIs
Experience with ITIL or similar frameworks.
Background in data warehouse design, dimensional modelling, and tabular modelling
Extraordinary organizational talent and project lead experience.
Deep experience in Cognos and Tableau experience will be a plus.
Europe working hours strong plus.
Now let’s talk about perks and compensation
We offer competitive base salaries and if you prove yourself as a super-star, you might be entitled to an extraordinary achievement reward. Depending on the performance in the respective year, Avaloq aims to share the success with all employees by paying out so called Success Share Units.
Place of work
Pune, India

Don’t be shy – apply!
Noopur Jha
Recruitment Executive

https://www.avaloq.com/en/job-openings

Please only apply online.

Note to Agencies: All unsolicited resumes will be considered direct applicants and no referral fee will be acknowledged.

Apply online",3.5,"Avaloq
3.5",Pune,"FREIENBACH, Switzerland",1001 to 5000 employees,1985,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Finnovative, Temenos"
Medical Imaging Scientist,-1,"Location:
Defence Colony, New Delhi

Job Purpose Summary:
Responsible for driving several research projects for India's leading medical imaging provider. Specific responsibilities will include:
Designing and executing internal scientific research projects
Performing MRI scans and analysing fMRI (and other) image datasets
Designing technical and clinical presentations for senior doctors.
Coordinating with research partners like MIT-Cambridge, IIT-Delhi, AIIMS-Delhi etc.
Extracting data from PACS and hospital information system for research purposes",4.0,"Mahajan Imaging
4.0",New Delhi,"New Delhi , India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Analyst,-1,"VARITE is looking for a qualified Data Analyst for one of its clients located in Noida (Sec 144) . If you are interested in this opportunity, kindly respond ASAP with your updated resume. We will be glad to represent you to our client and help in your job search. WHAT THE CLIENT DOES? A system integration and one of the largest IT Services companies. WHAT WE DO? VARITE is a global IT company providing software and engineering consulting and team augmentation services to Fortune 1000 companies in USA, CANADA and INDIA. VARITE is currently a primary and direct vendor to the leading corporations in the areas of Cloud, Data Sciences, Infrastructure Application Software, Mobility, Robotics, Banking & Financial Systems.
Salary Negotiable
Industry IT Software
SubIndustry Software Development
Functional Area IT Software Development
Specialization Database Architect/Designer
Role Executive / Officer Level
Keyskills
Data AnalysisAdvance ExcelPivot Table
Desired Candidate Profile
Please refer on JD
Education
Highest Qualification
Graduation B.E/B.Tech",5.0,"Fine Jobs
5.0",Noida,"Mumbai, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior/Lead- Data Engineer- Java/NoSql/Data warehousing,-1,"ZYCUS OVERVIEW

Zycus is conducting a drive for a Senior/Lead Data Engineer-Java with a Experience of about 4-8 years, and having expertise with SQL, NoSql, Data warehousing, Java, and data messaging.

Zycus is a leading global provider of A.I. powered Source-to-Pay suite for procurement, finance, and AP organizations. Our comprehensive product portfolio includes eProcurement, eInvoicing, Spend Analysis, eSourcing, Contract Management, Supplier Management, Financial Savings Management, Project Management, Request Management, Supplier Network, Insight Studio, and Merlin A.I. Suite.

The Merlin A.I. Suite is a unique platform of pre-packaged intelligent BOTs to automate run-of-the-mill procurement and A.P. tasks with intelligent and predictive suggestions. It enables teams to improve productivity through optimal efforts, enhance accuracy with minimal human intervention, and focus on strategic activities. Driven by Artificial Intelligence, Zycus’ Merlin A.I. BOTs introduce cutting edge technologies in procurement operations, making it truly autonomous and cognitive.

Our spirit of innovation and passion to help organizations create a more significant business

impact is reflected among the hundreds of procurement solution deployments that we have undertaken over the years.

Know more about the LEADER of: Gartner’s 2013, 2015 & 2017 Magic Quadrant for Strategic Sourcing Application Suites and The Forrester Wave™: eProcurement, Q2 2017

MARKET SIZE

USD 5 Billion and grows tremendously during economic downturns

Job Description:
Building and optimizing large, complex data pipelines on different types of data sets.
Working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Working knowledge of message queuing, stream processing, and highly scalable ‘no-sql’ data stores.
Should be strong with No SQL working with large database.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
Maintaining, enhancing, bug fixing the code. Follow the standard documentation process laid down for the project
Collaboration with different teams
Automation for delivery so that implementation of Zycus Products is optimized, standardized & automated.
Requirements
4 - 8 years’ experience in Core Java, Data messaging.
Should be good with data Structure, multithreading, and collections.
Should be good with NoSql.
Strong in creating data pipeline and data messaging
Expertise in Java and associated technologies - (Spring Boot, Hibernate, Web Services)
Strong understanding of APIs (REST/SOAP)
Good knowledge in API design.
Proficient understanding of RDBMS Concepts
Strong understanding of Databases.
Strong Understanding of Application Servers – jBOSS (Community/Enterprise ), Weblogic, Apache
Understanding of middle ware framework like JMS, Redis, etc
Understanding of SOA based frameworks
Knowledge of Agile product management.
Understanding of Micro service architecture
Good communication skills.
Good to have knowledge on Python
Quick learner and pursue new technologies. Research on open source frameworks/technologies and integrate them into application
Mandatory Skills: SQL, NoSQL, Metadata, Java, Data warehousing , UI
On boarding:· Will be able to enhance his knowledge by getting into new technologies/ frameworks (technology is not a restriction).
Benefits

WHY ZYCUS? :
Be a part of one of the fastest growing product Company in India
Come join a young, dynamic & enterprising team
Work on the latest technologies
Flexible working hours (As per business requirement)",3.3,"Zycus
3.3",Mumbai,"Princeton, NJ",501 to 1000 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,₹500 million to ₹1 billion (INR),"SAP Ariba, GEP, Coupa Software Inc"
